org_id,organization_name,industry,company_size,employees,system_id,system_name,system_type,age_years,operating_system,authentication_method,primary_protocol,has_api,supports_mfa,encryption_standard,session_based_auth,continuous_auth_capable,zta_compatibility_score,integration_difficulty,system_criticality,replacement_cost_usd,active_users,avg_auth_frequency_hours,lateral_movement_risk,vendor_support_available,compliance_requirements,network_segmentation,logging_capability,patch_frequency_months,integration_approach_recommended,days_since_last_incident,auth_failures_per_day,avg_session_duration_minutes,privileged_accounts_count
ORG187,Gamma Manufacturing Systems,Manufacturing,Medium,958,SYS187,LegacyEmbeddedSystem46,Embedded System,19,Oracle Linux 6,Password-only,JDBC,No,No,3DES,Yes,No,3.46,High,Medium,2794868,222,21.57,High,Yes,GDPR,None,Basic,20,Identity Proxy,121,339,319,16
ORG188,Global Banking Group,Banking,Medium,1499,SYS188,LegacyLegacyDatabase76,Legacy Database,6,Oracle Linux 6,LDAP,SSH,No,No,AES-128,Yes,No,9.78,Low,Medium,848693,120,23.69,Low,Yes,SOX,Advanced,Comprehensive,14,Identity Proxy,957,39,321,4
ORG189,Gamma Healthcare Inc,Healthcare,Large,5083,SYS189,LegacyLegacyDatabase47,Legacy Database,13,Windows Server 2012,LDAP,SMB,No,No,AES-128,Yes,No,8.25,Low,Medium,1506918,1527,22.11,Low,Yes,HIPAA,Advanced,Moderate,8,Identity Proxy,891,46,173,56
ORG190,National Transportation Corp,Transportation,Large,2970,SYS190,LegacyLegacyDatabase74,Legacy Database,11,Oracle Linux 6,Active Directory,SOAP,No,No,AES-256,Yes,No,8.29,Low,High,2776315,1825,21.33,Low,Yes,None,Advanced,Moderate,10,Identity Proxy,952,42,112,56
ORG191,Gamma Manufacturing Group,Manufacturing,Small,182,SYS191,LegacyMonolithicWebApp59,Monolithic Web App,13,Windows Server 2012,Active Directory,LDAP,No,No,TLS 1.1,Yes,No,5.1,Medium,Medium,1994312,71,10.73,Medium,Yes,ISO 27001,Basic,Moderate,24,Identity Proxy,551,44,367,4
ORG192,United Transportation Inc,Transportation,Large,3883,SYS192,LegacyFileServer78,File Server,11,Red Hat Linux 5,Active Directory,HTTP,No,No,TLS 1.1,Yes,No,6.38,Medium,Low,1260046,806,17.69,Medium,Yes,None,Basic,Comprehensive,7,Identity Proxy,909,37,415,23
ORG193,National Telecom Systems,Telecom,Enterprise,38279,SYS193,LegacyFileServer33,File Server,10,Windows Server 2008,Certificate-based,SSH,No,No,AES-128,Yes,No,9.25,Low,High,4470646,4853,17.22,Low,Yes,ISO 27001,Advanced,Comprehensive,21,Identity Proxy,603,10,175,329
ORG194,Global Retail Inc,Retail,Small,430,SYS194,LegacyMainframe53,Mainframe,18,Windows Server 2003,LDAP,SSH,No,No,SSL 2.0,Yes,No,4.61,High,High,3247042,29,14.82,High,No,ISO 27001,Basic,Moderate,33,Identity Proxy,217,44,171,2
ORG195,Global Telecom Group,Telecom,Large,5953,SYS195,LegacyMonolithicWebApp71,Monolithic Web App,10,Windows Server 2012,LDAP,LDAP,No,No,AES-256,Yes,No,8.36,Low,Medium,1971523,782,21.68,Low,Yes,GDPR,Advanced,Moderate,20,Identity Proxy,1081,15,81,29
ORG196,Omega Transportation Solutions,Transportation,Large,7791,SYS196,LegacyMainframe8,Mainframe,20,Oracle Linux 6,Password-only,HTTP,No,No,3DES,Yes,No,3.98,High,High,5517611,1391,9.41,High,No,None,None,Moderate,25,Identity Proxy,226,255,344,100
ORG197,Global Manufacturing Systems,Manufacturing,Large,5597,SYS197,LegacyMainframe76,Mainframe,21,UNIX AIX,Local Accounts,SSH,No,No,None,Yes,No,3.57,High,Medium,3032377,974,17.84,High,Yes,ISO 27001,None,None,6,Identity Proxy,74,22,429,50
ORG198,Prime Retail Corp,Retail,Large,8037,SYS198,LegacyClient-Server66,Client-Server,11,Oracle Linux 6,LDAP,SMB,No,No,AES-128,Yes,No,7.79,Low,Low,1269212,1327,17.2,Low,Yes,ISO 27001,Advanced,Comprehensive,22,Identity Proxy,474,40,67,79
ORG199,Delta Government Inc,Government,Enterprise,47677,SYS199,LegacyEmbeddedSystem41,Embedded System,29,Solaris 10,None,SOAP,No,No,None,No,No,1.51,Very High,Low,3070284,4791,90.34,Critical,Yes,ISO 27001,None,None,14,Replacement Required,64,245,354,398
ORG200,Delta Energy Systems,Energy,Enterprise,43850,SYS200,LegacyMainframe95,Mainframe,23,AS/400,Local Accounts,FTP,No,No,DES,Yes,No,2.68,Very High,Low,2369930,4271,22.9,Critical,No,ISO 27001,None,Basic,27,Replacement Required,323,22,123,409
ORG201,International Retail Group,Retail,Medium,996,SYS201,LegacyEmbeddedSystem64,Embedded System,21,AS/400,Password-only,SSH,No,No,SSL 2.0,Yes,No,2.71,Very High,Medium,2425701,140,18.81,Critical,No,GDPR,None,None,36,Replacement Required,307,71,464,8
ORG202,National Transportation Systems,Transportation,Enterprise,42166,SYS202,LegacyMonolithicWebApp41,Monolithic Web App,13,Oracle Linux 6,Certificate-based,SSH,No,No,AES-256,Yes,No,6.92,Medium,Medium,1943732,3959,23.03,Medium,Yes,None,Basic,Comprehensive,18,Identity Proxy,1067,16,264,388
ORG203,Prime Banking Group,Banking,Small,157,SYS203,LegacyFileServer52,File Server,14,Windows Server 2008,LDAP,SMB,No,No,AES-256,Yes,No,8.06,Low,Critical,10809875,40,12.31,Low,Yes,PCI-DSS,Basic,Comprehensive,2,Identity Proxy,875,32,137,2
ORG204,National Government Solutions,Government,Large,6681,SYS204,LegacyMonolithicWebApp93,Monolithic Web App,14,Red Hat Linux 5,Active Directory,LDAP,No,No,TLS 1.1,Yes,No,5.44,Medium,Low,1501396,798,20.8,Medium,Yes,FISMA,Basic,Comprehensive,6,Identity Proxy,545,31,285,24
ORG205,Alpha Education Systems,Education,Large,4458,SYS205,LegacyEmbeddedSystem16,Embedded System,16,Oracle Linux 6,NTLM,Telnet,No,No,3DES,Yes,No,4.1,High,High,6118902,1789,9.54,High,No,ISO 27001,Basic,Moderate,29,Identity Proxy,316,40,444,72
ORG206,Global Education Solutions,Education,Enterprise,49688,SYS206,LegacyLegacyDatabase74,Legacy Database,14,Red Hat Linux 5,LDAP,SMB,No,No,AES-128,Yes,No,7.68,Low,High,5489214,3830,22.23,Low,Yes,ISO 27001,Basic,Comprehensive,10,Identity Proxy,536,45,443,361
ORG207,Delta Energy Group,Energy,Enterprise,14676,SYS207,LegacyClient-Server96,Client-Server,12,Oracle Linux 6,Kerberos,SMB,No,No,AES-128,Yes,No,8.31,Low,Medium,2034792,4640,14.33,Low,Yes,ISO 27001,Basic,Comprehensive,19,Identity Proxy,536,16,467,101
ORG208,Omega Healthcare Systems,Healthcare,Medium,1314,SYS208,LegacyClient-Server81,Client-Server,11,Windows Server 2008,Certificate-based,JDBC,No,No,TLS 1.1,Yes,No,5.39,Medium,Critical,18934509,142,9.66,Medium,Yes,GDPR,Basic,Moderate,1,Identity Proxy,1035,29,188,5
ORG209,Prime Manufacturing Systems,Manufacturing,Small,479,SYS209,LegacyMonolithicWebApp70,Monolithic Web App,5,Windows Server 2008,LDAP,SMB,Yes,No,AES-256,Yes,No,10.0,Low,Medium,841678,99,16.63,Low,Yes,GDPR,Basic,Comprehensive,22,API Gateway,1020,45,303,4
ORG210,Global Retail Group,Retail,Enterprise,38958,SYS210,LegacyEmbeddedSystem77,Embedded System,26,Solaris 10,Local Accounts,Telnet,No,No,DES,Yes,No,1.0,Very High,Medium,3595128,2558,13.5,Critical,No,GDPR,None,None,35,Replacement Required,281,35,183,53
ORG211,Omega Retail Group,Retail,Large,6491,SYS211,LegacyDesktopApplication84,Desktop Application,13,Windows Server 2012,Certificate-based,RDP,No,No,TLS 1.1,Yes,No,4.99,High,Medium,1908654,1274,11.53,High,Yes,None,Basic,Comprehensive,13,Identity Proxy,294,44,443,96
ORG212,Alpha Telecom Inc,Telecom,Enterprise,37061,SYS212,LegacyLegacyDatabase12,Legacy Database,6,Red Hat Linux 5,Kerberos,LDAP,No,No,AES-128,Yes,No,9.54,Low,Medium,996911,3313,8.31,Low,Yes,None,Advanced,Moderate,9,Identity Proxy,653,22,94,255
ORG213,Alpha Manufacturing Corp,Manufacturing,Small,161,SYS213,LegacyDesktopApplication99,Desktop Application,16,Red Hat Linux 5,LDAP,SMB,No,No,TLS 1.0,Yes,No,5.06,Medium,Critical,7945920,28,8.9,Medium,No,None,Basic,Moderate,26,Identity Proxy,561,21,448,1
ORG214,Alpha Retail Inc,Retail,Medium,1408,SYS214,LegacyLegacyDatabase15,Legacy Database,5,Red Hat Linux 5,Certificate-based,FTP,Yes,Yes,AES-128,Yes,No,10.0,Low,Low,634689,181,18.07,Low,Yes,None,Advanced,Comprehensive,21,API Gateway,1018,24,131,8
ORG215,International Retail Group,Retail,Large,4659,SYS215,LegacyMainframe98,Mainframe,20,Red Hat Linux 5,Password-only,FTP,No,No,TLS 1.0,Yes,No,3.91,High,Critical,7704531,1690,20.54,High,No,GDPR,None,Basic,29,Identity Proxy,157,130,285,46
ORG216,Omega Banking Corp,Banking,Small,380,SYS216,LegacyMonolithicWebApp63,Monolithic Web App,13,Windows Server 2008,Kerberos,SOAP,No,No,TLS 1.1,Yes,No,5.3,Medium,High,5003841,54,20.89,Medium,Yes,SOX,Basic,Moderate,6,Identity Proxy,1070,29,213,4
ORG217,National Insurance Systems,Insurance,Large,6447,SYS217,LegacyERPSystem94,ERP System,8,Red Hat Linux 5,LDAP,SMB,Yes,No,AES-128,Yes,No,10.0,Low,Medium,1581456,828,9.1,Low,Yes,None,Basic,Comprehensive,14,API Gateway,919,28,262,16
ORG218,Gamma Manufacturing Inc,Manufacturing,Enterprise,33861,SYS218,LegacyLegacyDatabase5,Legacy Database,10,Windows Server 2008,Certificate-based,SSH,No,No,AES-256,Yes,No,9.03,Low,Medium,1361618,4511,12.53,Low,Yes,ISO 27001,Basic,Moderate,9,Identity Proxy,900,47,64,106
ORG219,Prime Retail Solutions,Retail,Small,148,SYS219,LegacyClient-Server96,Client-Server,10,Windows Server 2012,Certificate-based,JDBC,No,No,AES-256,Yes,No,9.07,Low,High,3536600,38,17.7,Low,Yes,None,Advanced,Moderate,21,Identity Proxy,446,34,440,2
ORG220,Global Energy Corp,Energy,Enterprise,13821,SYS220,LegacyEmbeddedSystem99,Embedded System,16,Windows Server 2003,LDAP,FTP,No,No,3DES,Yes,No,5.59,Medium,Critical,18766366,2946,16.51,Medium,Yes,None,Basic,Basic,5,Identity Proxy,1005,16,315,235
ORG221,Delta Transportation Systems,Transportation,Medium,1440,SYS221,LegacyFileServer99,File Server,6,Red Hat Linux 5,Kerberos,JDBC,Yes,No,TLS 1.1,Yes,No,10.0,Low,Medium,1169438,261,16.8,Low,Yes,ISO 27001,Basic,Comprehensive,19,API Gateway,696,43,153,16
ORG222,Omega Telecom Solutions,Telecom,Enterprise,26652,SYS222,LegacyDesktopApplication66,Desktop Application,17,Oracle Linux 6,LDAP,HTTP,No,No,SSL 2.0,Yes,No,3.4,High,High,2768377,4120,10.16,High,No,None,None,Moderate,27,Identity Proxy,191,6,425,353
ORG223,International Telecom Corp,Telecom,Large,6683,SYS223,LegacyMonolithicWebApp77,Monolithic Web App,6,Windows Server 2008,Certificate-based,SMB,No,No,AES-256,Yes,No,9.5,Low,High,2859559,688,17.13,Low,Yes,GDPR,Advanced,Moderate,16,Identity Proxy,859,16,279,59
ORG224,Prime Government Solutions,Government,Small,463,SYS224,LegacyFileServer90,File Server,6,Windows Server 2008,LDAP,SMB,Yes,No,TLS 1.1,Yes,No,10.0,Low,High,4337954,87,22.86,Low,Yes,ISO 27001,Advanced,Comprehensive,22,API Gateway,407,25,306,5
ORG225,Gamma Retail Inc,Retail,Medium,1880,SYS225,LegacyFileServer62,File Server,12,Windows Server 2008,Kerberos,RDP,No,No,AES-128,Yes,No,8.57,Low,Critical,11839966,142,15.61,Low,Yes,GDPR,Advanced,Comprehensive,3,Identity Proxy,452,30,286,7
ORG226,Alpha Telecom Group,Telecom,Medium,1310,SYS226,LegacyLegacyDatabase22,Legacy Database,13,Red Hat Linux 5,Kerberos,FTP,No,No,AES-128,Yes,No,8.22,Low,High,6176116,394,9.43,Low,Yes,GDPR,Basic,Comprehensive,17,Identity Proxy,721,17,194,18
ORG227,Omega Education Corp,Education,Large,8577,SYS227,LegacyERPSystem44,ERP System,14,Red Hat Linux 5,Certificate-based,HTTP,No,No,TLS 1.1,Yes,No,4.73,High,High,5578165,1991,21.64,High,Yes,None,Basic,Moderate,13,Identity Proxy,347,14,474,172
ORG228,Gamma Healthcare Corp,Healthcare,Medium,1465,SYS228,LegacyMainframe37,Mainframe,25,AS/400,None,JDBC,No,No,None,No,No,1.07,Very High,High,4584890,380,93.56,Critical,Yes,GDPR,None,None,18,Replacement Required,328,389,299,8
ORG229,Beta Retail Group,Retail,Large,7063,SYS229,LegacyEmbeddedSystem63,Embedded System,16,Oracle Linux 6,Password-only,HTTP,No,No,3DES,Yes,No,4.44,High,High,6173894,1851,13.76,High,Yes,None,Basic,Moderate,18,Identity Proxy,148,244,290,181
ORG230,National Transportation Group,Transportation,Large,3528,SYS230,LegacyLegacyDatabase8,Legacy Database,13,Windows Server 2012,Active Directory,HTTP,No,No,TLS 1.1,Yes,No,6.51,Medium,High,4354927,1305,19.91,Medium,Yes,None,Basic,Comprehensive,17,Identity Proxy,728,45,184,50
ORG231,Prime Government Systems,Government,Enterprise,11932,SYS231,LegacyEmbeddedSystem70,Embedded System,22,AS/400,Local Accounts,RDP,No,No,SSL 2.0,Yes,No,1.94,Very High,Medium,2946012,4777,17.8,Critical,Yes,ISO 27001,None,None,24,Replacement Required,108,32,189,443
ORG232,Global Manufacturing Systems,Manufacturing,Medium,784,SYS232,LegacyLegacyDatabase39,Legacy Database,7,Oracle Linux 6,Kerberos,RDP,Yes,Yes,TLS 1.1,Yes,No,10.0,Low,Medium,1065725,262,9.09,Low,Yes,GDPR,Advanced,Moderate,16,API Gateway,514,6,421,11
ORG233,United Insurance Inc,Insurance,Large,8732,SYS233,LegacyEmbeddedSystem65,Embedded System,19,Windows Server 2008,NTLM,Telnet,No,No,3DES,Yes,No,2.72,Very High,Low,2019956,1740,17.07,Critical,Yes,GDPR,None,Basic,13,Replacement Required,43,27,70,130
ORG234,United Transportation Solutions,Transportation,Large,7322,SYS234,LegacyDesktopApplication63,Desktop Application,12,Windows Server 2012,Certificate-based,SOAP,No,No,TLS 1.1,Yes,No,5.33,Medium,High,3913747,530,22.81,Medium,Yes,ISO 27001,Basic,Moderate,12,Identity Proxy,574,9,120,49
ORG235,National Education Solutions,Education,Enterprise,26174,SYS235,LegacyFileServer51,File Server,11,Windows Server 2008,Certificate-based,SMB,No,No,AES-128,Yes,No,8.56,Low,Medium,1922650,4196,16.4,Low,Yes,GDPR,Advanced,Moderate,20,Identity Proxy,832,7,479,418
ORG236,International Banking Solutions,Banking,Large,6229,SYS236,LegacyMainframe18,Mainframe,21,Windows XP,Local Accounts,RDP,No,No,DES,Yes,No,3.55,High,Critical,9893181,1365,12.71,High,Yes,PCI-DSS,None,None,4,Network Overlay,76,37,87,46
ORG237,Global Energy Solutions,Energy,Medium,1424,SYS237,LegacyMainframe79,Mainframe,20,Oracle Linux 6,Password-only,SSH,No,No,TLS 1.0,Yes,No,2.51,Very High,High,5720326,464,20.74,Critical,Yes,None,None,Basic,20,Replacement Required,354,235,73,28
ORG238,Delta Manufacturing Corp,Manufacturing,Medium,1280,SYS238,LegacyMainframe80,Mainframe,20,Red Hat Linux 5,Password-only,Telnet,No,No,3DES,Yes,No,4.07,High,Critical,18946174,126,14.71,High,No,GDPR,Basic,Moderate,28,Identity Proxy,350,142,90,11
ORG239,Delta Government Corp,Government,Small,304,SYS239,LegacyERPSystem24,ERP System,13,Windows Server 2008,Certificate-based,SSH,No,No,TLS 1.1,Yes,No,5.84,Medium,High,4020299,66,9.27,Medium,Yes,FISMA,Basic,Moderate,23,Identity Proxy,649,44,351,4
ORG240,Alpha Manufacturing Corp,Manufacturing,Small,228,SYS240,LegacyMainframe99,Mainframe,19,Windows Server 2003,Password-only,ODBC,No,No,SSL 2.0,Yes,No,3.26,High,Low,1962853,23,14.67,High,Yes,None,None,Moderate,24,Identity Proxy,263,433,326,1
ORG241,Omega Government Systems,Government,Medium,1277,SYS241,LegacyClient-Server78,Client-Server,16,Windows Server 2003,LDAP,SOAP,No,No,3DES,Yes,No,3.91,High,Low,1736300,369,14.62,High,Yes,FISMA,None,Basic,9,Identity Proxy,277,49,339,34
ORG242,Prime Education Group,Education,Medium,1678,SYS242,LegacyDesktopApplication72,Desktop Application,12,Windows Server 2012,Certificate-based,SOAP,No,No,TLS 1.1,Yes,No,6.77,Medium,High,3418395,199,8.03,Medium,Yes,None,Basic,Comprehensive,9,Identity Proxy,577,44,242,10
ORG243,United Retail Systems,Retail,Small,153,SYS243,LegacyEmbeddedSystem5,Embedded System,23,IBM z/OS,Local Accounts,LDAP,No,No,SSL 2.0,Yes,No,2.43,Very High,Medium,2619366,97,13.33,Critical,No,GDPR,None,None,26,Replacement Required,129,26,456,4
ORG244,Prime Manufacturing Corp,Manufacturing,Large,7139,SYS244,LegacyERPSystem20,ERP System,13,Oracle Linux 6,Certificate-based,RDP,No,No,AES-256,Yes,No,6.78,Medium,Medium,2092385,1984,18.85,Medium,Yes,GDPR,Basic,Moderate,12,Identity Proxy,956,48,199,166
ORG245,Omega Government Inc,Government,Enterprise,32227,SYS245,LegacyFileServer68,File Server,15,Red Hat Linux 5,Certificate-based,Telnet,No,No,AES-256,Yes,No,6.23,Medium,Medium,2023256,4888,21.73,Medium,Yes,ISO 27001,Basic,Comprehensive,8,Identity Proxy,873,20,220,274
ORG246,Alpha Government Systems,Government,Medium,1267,SYS246,LegacyMainframe50,Mainframe,21,IBM z/OS,Local Accounts,JDBC,No,No,None,Yes,No,3.6,High,Low,2190390,197,13.44,High,No,ISO 27001,None,Basic,26,Identity Proxy,294,48,97,7
ORG247,Prime Telecom Systems,Telecom,Small,209,SYS247,LegacyMainframe86,Mainframe,17,Red Hat Linux 5,LDAP,HTTP,No,No,3DES,Yes,No,4.37,High,Medium,2227659,12,17.24,High,No,GDPR,Basic,Basic,29,Identity Proxy,132,17,176,1
ORG248,Alpha Healthcare Inc,Healthcare,Medium,823,SYS248,LegacyEmbeddedSystem4,Embedded System,18,Windows Server 2003,Password-only,JDBC,No,No,SSL 2.0,Yes,No,3.2,High,High,5104206,263,12.34,High,No,GDPR,None,Basic,26,Identity Proxy,189,363,203,16
ORG249,National Insurance Corp,Insurance,Enterprise,13307,SYS249,LegacyClient-Server97,Client-Server,16,Windows Server 2003,NTLM,RDP,No,No,TLS 1.0,Yes,No,4.02,High,Medium,2421549,4578,21.38,High,No,GDPR,Basic,Moderate,28,Identity Proxy,200,17,395,369
ORG250,Prime Insurance Systems,Insurance,Large,2762,SYS250,LegacyERPSystem60,ERP System,6,Windows Server 2012,LDAP,SOAP,Yes,Yes,TLS 1.1,Yes,No,10.0,Low,Medium,1181104,1302,10.93,Low,Yes,GDPR,Basic,Comprehensive,20,API Gateway,864,6,63,75
ORG251,Global Manufacturing Corp,Manufacturing,Medium,1214,SYS251,LegacyMonolithicWebApp44,Monolithic Web App,13,Windows Server 2008,Certificate-based,FTP,No,No,AES-128,Yes,No,7.78,Low,Critical,11368701,372,15.38,Low,Yes,GDPR,Basic,Moderate,5,Identity Proxy,614,40,111,36
ORG252,Global Retail Corp,Retail,Enterprise,48730,SYS252,LegacyFileServer77,File Server,11,Oracle Linux 6,Kerberos,Telnet,No,No,AES-256,Yes,No,8.67,Low,Medium,2046490,4351,21.39,Low,Yes,None,Basic,Comprehensive,23,Identity Proxy,464,33,120,194
ORG253,Delta Healthcare Inc,Healthcare,Large,6886,SYS253,LegacyFileServer88,File Server,10,Windows Server 2012,Active Directory,FTP,No,No,TLS 1.1,Yes,No,7.3,Low,Medium,1991662,1802,20.96,Low,Yes,HIPAA,Advanced,Comprehensive,23,Identity Proxy,663,29,345,119
ORG254,International Education Systems,Education,Medium,1892,SYS254,LegacyEmbeddedSystem81,Embedded System,28,Windows XP,Password-only,ODBC,No,No,None,Yes,No,1.22,Very High,Medium,3133751,250,9.0,Critical,Yes,None,None,Basic,9,Replacement Required,174,493,45,9
ORG255,Gamma Education Systems,Education,Large,5327,SYS255,LegacyFileServer85,File Server,11,Red Hat Linux 5,Kerberos,SOAP,No,No,TLS 1.1,Yes,No,5.71,Medium,High,5977558,1237,21.44,Medium,Yes,None,Basic,Comprehensive,10,Identity Proxy,502,5,66,88
ORG256,Delta Energy Solutions,Energy,Enterprise,18899,SYS256,LegacyClient-Server35,Client-Server,12,Windows Server 2012,Certificate-based,ODBC,No,No,AES-128,Yes,No,8.25,Low,High,3978907,4261,21.12,Low,Yes,ISO 27001,Basic,Moderate,11,Identity Proxy,799,43,33,282
ORG257,Beta Energy Inc,Energy,Enterprise,47772,SYS257,LegacyDesktopApplication61,Desktop Application,10,Windows Server 2008,Certificate-based,SMB,No,No,TLS 1.1,Yes,No,6.83,Medium,Low,1070988,2581,19.68,Medium,Yes,GDPR,Basic,Comprehensive,20,Identity Proxy,894,10,297,235
ORG258,International Healthcare Group,Healthcare,Large,6418,SYS258,LegacyEmbeddedSystem8,Embedded System,16,Red Hat Linux 5,Password-only,HTTP,No,No,TLS 1.0,Yes,No,4.57,High,Medium,2401846,1178,14.74,High,No,HIPAA,Basic,Basic,24,Identity Proxy,335,433,185,92
ORG259,Gamma Insurance Systems,Insurance,Large,6693,SYS259,LegacyMainframe48,Mainframe,24,UNIX AIX,Password-only,LDAP,No,No,DES,Yes,No,1.17,Very High,Medium,2891345,1016,10.12,Critical,No,ISO 27001,None,Basic,24,Replacement Required,87,359,119,94
ORG260,Delta Manufacturing Solutions,Manufacturing,Medium,1936,SYS260,LegacyLegacyDatabase94,Legacy Database,12,Red Hat Linux 5,Active Directory,SMB,No,No,TLS 1.1,Yes,No,6.93,Medium,Medium,1561638,353,20.04,Medium,Yes,ISO 27001,Basic,Comprehensive,13,Identity Proxy,1041,33,401,25
ORG261,Omega Education Systems,Education,Small,185,SYS261,LegacyClient-Server49,Client-Server,10,Red Hat Linux 5,Certificate-based,RDP,No,No,AES-128,Yes,No,8.27,Low,Medium,1988977,78,11.74,Low,Yes,GDPR,Basic,Comprehensive,14,Identity Proxy,513,38,475,4
ORG262,Gamma Education Group,Education,Enterprise,12689,SYS262,LegacyClient-Server71,Client-Server,18,Red Hat Linux 5,LDAP,ODBC,No,No,SSL 2.0,Yes,No,4.72,High,High,3920247,2402,12.09,High,No,ISO 27001,Basic,Basic,35,Identity Proxy,331,17,296,112
ORG263,International Banking Corp,Banking,Large,8814,SYS263,LegacyClient-Server91,Client-Server,10,Windows Server 2012,Active Directory,JDBC,No,No,TLS 1.1,Yes,No,7.04,Low,Critical,18167686,1080,12.03,Low,Yes,PCI-DSS,Advanced,Moderate,1,Identity Proxy,973,47,457,40
ORG264,Global Healthcare Systems,Healthcare,Small,359,SYS264,LegacyMonolithicWebApp43,Monolithic Web App,11,Red Hat Linux 5,Active Directory,Telnet,No,No,AES-128,Yes,No,7.92,Low,High,2417568,91,15.26,Low,Yes,HIPAA,Basic,Comprehensive,14,Identity Proxy,530,9,171,7
ORG265,International Banking Group,Banking,Medium,1043,SYS265,LegacyMonolithicWebApp58,Monolithic Web App,12,Windows Server 2008,Certificate-based,SSH,No,No,AES-256,Yes,No,7.79,Low,High,2654790,173,16.65,Low,Yes,SOX,Advanced,Moderate,20,Identity Proxy,630,11,47,4
ORG266,United Banking Corp,Banking,Enterprise,19756,SYS266,LegacyMainframe73,Mainframe,16,Oracle Linux 6,LDAP,Telnet,No,No,SSL 2.0,Yes,No,4.33,High,Critical,6662138,4111,19.32,High,No,SOX,Basic,Moderate,30,Identity Proxy,65,39,145,83
ORG267,Alpha Telecom Systems,Telecom,Enterprise,33523,SYS267,LegacyDesktopApplication85,Desktop Application,20,Red Hat Linux 5,LDAP,HTTP,No,No,SSL 2.0,Yes,No,4.33,High,Medium,2583102,4189,21.65,High,No,None,Basic,Moderate,36,Identity Proxy,178,46,133,142
ORG268,Alpha Retail Corp,Retail,Medium,1299,SYS268,LegacyClient-Server44,Client-Server,20,Red Hat Linux 5,LDAP,FTP,No,No,SSL 2.0,Yes,No,3.21,High,Critical,7598917,198,8.41,High,Yes,ISO 27001,None,Moderate,1,Network Overlay,285,39,457,16
ORG269,International Banking Corp,Banking,Medium,1977,SYS269,LegacyMainframe32,Mainframe,27,IBM z/OS,Password-only,JDBC,No,No,DES,Yes,No,1.88,Very High,Medium,3462625,176,19.86,Critical,Yes,PCI-DSS,None,None,10,Replacement Required,280,384,39,10
ORG270,International Manufacturing Solutions,Manufacturing,Small,373,SYS270,LegacyMainframe18,Mainframe,24,IBM z/OS,Local Accounts,ODBC,No,No,None,Yes,No,2.67,Very High,Critical,21114877,23,9.83,Critical,Yes,None,None,None,4,Replacement Required,202,48,235,1
ORG271,Gamma Education Corp,Education,Enterprise,23975,SYS271,LegacyMainframe63,Mainframe,20,Red Hat Linux 5,NTLM,FTP,No,No,TLS 1.0,Yes,No,2.62,Very High,High,5920476,3515,16.85,Critical,No,None,None,Basic,26,Replacement Required,81,45,343,176
ORG272,Beta Healthcare Group,Healthcare,Small,141,SYS272,LegacyClient-Server45,Client-Server,20,Red Hat Linux 5,LDAP,SOAP,No,No,SSL 2.0,Yes,No,2.59,Very High,Critical,11545782,76,15.21,Critical,Yes,HIPAA,None,Basic,5,Replacement Required,122,50,285,5
ORG273,Prime Energy Group,Energy,Small,170,SYS273,LegacyLegacyDatabase27,Legacy Database,6,Windows Server 2008,LDAP,JDBC,Yes,No,AES-256,Yes,No,10.0,Low,High,2412516,24,20.75,Low,Yes,GDPR,Basic,Comprehensive,11,API Gateway,528,47,52,1
ORG274,Prime Energy Inc,Energy,Medium,1764,SYS274,LegacyERPSystem13,ERP System,5,Windows Server 2008,Active Directory,JDBC,No,Yes,AES-128,Yes,No,10.0,Low,Critical,9447676,469,15.12,Low,Yes,GDPR,Basic,Comprehensive,2,Identity Proxy,1058,25,147,38
ORG275,Prime Retail Group,Retail,Large,9127,SYS275,LegacyLegacyDatabase26,Legacy Database,11,Red Hat Linux 5,Active Directory,SOAP,No,No,AES-256,Yes,No,8.3,Low,Low,1187995,942,22.85,Low,Yes,ISO 27001,Advanced,Comprehensive,17,Identity Proxy,504,34,398,33
ORG276,Delta Education Solutions,Education,Small,404,SYS276,LegacyMainframe61,Mainframe,23,AS/400,Password-only,SOAP,No,No,DES,Yes,No,2.17,Very High,Medium,2730533,47,17.66,Critical,Yes,GDPR,None,None,8,Replacement Required,240,488,297,2
ORG277,Beta Insurance Systems,Insurance,Medium,1996,SYS277,LegacyFileServer64,File Server,8,Red Hat Linux 5,LDAP,RDP,Yes,No,AES-256,Yes,No,10.0,Low,Low,851331,313,23.68,Low,Yes,None,Basic,Moderate,19,API Gateway,908,30,275,26
ORG278,Gamma Retail Systems,Retail,Small,435,SYS278,LegacyMainframe24,Mainframe,28,AS/400,Password-only,SMB,No,No,DES,Yes,No,1.0,Very High,Low,2854175,71,18.7,Critical,Yes,GDPR,None,Basic,24,Replacement Required,328,62,262,4
ORG279,Beta Education Systems,Education,Large,7767,SYS279,LegacyMainframe47,Mainframe,17,Oracle Linux 6,Password-only,SMB,No,No,SSL 2.0,Yes,No,3.4,High,High,3831578,1929,23.14,High,Yes,GDPR,None,Basic,16,Identity Proxy,293,395,216,175
ORG280,Omega Insurance Corp,Insurance,Large,4995,SYS280,LegacyDesktopApplication9,Desktop Application,12,Windows Server 2008,Kerberos,Telnet,No,No,AES-128,Yes,No,7.48,Low,Critical,14227788,1688,21.94,Low,Yes,GDPR,Advanced,Moderate,3,Identity Proxy,726,22,287,125
