participant_id,age,industry,role,company_size,years_experience,work_location,primary_device,hours_worked_per_day,current_auth_method,daily_auth_count_current,avg_auth_time_seconds_current,zta_policy_tested,zta_auth_count_per_day,zta_interruptions_per_session,avg_auth_time_seconds,baseline_task_completion_seconds,actual_task_completion_seconds,productivity_impact_percent,time_spent_authenticating_daily_minutes,estimated_productivity_loss_minutes,frustration_score,perceived_security_score,willingness_to_use_score,workflow_disruption_score,overall_satisfaction_score,would_circumvent_security,authentication_failures,reported_errors_during_task,preferred_auth_frequency_hours,preferred_auth_methods,acceptable_for_production,felt_secure,would_recommend
P141,38,Retail,Support,Large,11,Remote,Desktop,8.3,SSO,3,20,Adaptive ZTA,12,12,7,300,400,33.33,1.4,165.15,3.39,8.15,6.69,3.3,4.54,No,0,1,4.0,"SSO, Hardware Token",No,Yes,No
P141,38,Retail,Support,Large,11,Remote,Desktop,8.3,SSO,3,20,Aggressive ZTA,34,50,19,300,1239,100.0,10.77,495.44,8.42,8.02,2.26,7.4,1.12,Yes,1,5,1.0,"Password, Email Link",No,Yes,No
P142,25,Manufacturing,Admin,Large,1,Remote,Laptop,8.3,Password+Email,8,13,Adaptive ZTA,13,9,10,300,371,23.67,2.17,118.56,4.24,7.7,8.04,4.82,4.17,No,0,0,1.0,"Email Link, Password",No,Yes,Yes
P142,25,Manufacturing,Admin,Large,1,Remote,Laptop,8.3,Password+Email,8,13,Aggressive ZTA,45,49,19,300,1239,100.0,14.25,500.97,9.67,8.76,1.86,8.9,1.0,No,2,2,24.0,"SSO, Password",No,Yes,No
P143,58,Manufacturing,Admin,Small,22,Hybrid,Mobile,8.8,Password+Email,4,15,Adaptive ZTA,13,12,11,300,422,40.67,2.38,215.11,3.55,7.05,8.18,4.99,4.17,No,0,0,0.5,"Biometric, Email Link",No,Yes,Yes
P143,58,Manufacturing,Admin,Small,22,Hybrid,Mobile,8.8,Password+Email,4,15,Aggressive ZTA,32,40,16,300,923,100.0,8.53,528.97,7.08,8.79,3.29,7.25,1.94,No,0,1,8.0,"Mobile App, Hardware Token",No,Yes,No
P144,37,Government,Specialist,Large,5,Office,Laptop,9.0,Biometric,8,10,Biometric ZTA,37,4,5,300,308,2.67,3.08,14.39,4.91,8.4,7.53,2.79,4.56,No,1,0,1.0,"Password, Hardware Token",No,Yes,Yes
P144,37,Government,Specialist,Large,5,Office,Laptop,9.0,Biometric,8,10,Aggressive ZTA,55,27,15,300,704,100.0,13.75,539.44,8.1,8.52,1.91,7.0,1.33,Yes,1,1,1.0,"Password, Biometric",No,Yes,No
P145,53,Insurance,Support,Small,28,Home,Laptop,8.6,LDAP,4,24,Biometric ZTA,37,5,5,300,320,6.67,3.08,34.58,2.49,8.47,8.17,2.14,5.5,No,0,0,2.0,"Hardware Token, Password, Mobile App",No,Yes,Yes
P146,40,Government,Engineer,Medium,3,Office,Tablet,8.9,Password+Email,3,14,Biometric ZTA,30,2,3,300,289,-3.67,1.5,-19.48,4.91,7.04,9.92,1.85,5.05,No,1,0,8.0,Hardware Token,No,Yes,Yes
P146,40,Government,Engineer,Medium,3,Office,Tablet,8.9,Password+Email,3,14,Traditional,3,1,14,300,303,1.0,0.7,5.31,2.03,4.43,7.84,3.57,4.17,No,0,0,2.0,"Biometric, Mobile App, Email Link",No,No,Yes
P147,31,Banking,Support,Large,2,Home,Mobile,9.5,Biometric,5,10,Traditional,5,3,10,300,325,8.33,0.83,47.26,2.77,5.95,7.49,3.99,4.17,No,0,0,8.0,Password,No,No,Yes
P148,64,Retail,Specialist,Medium,20,Office,Laptop,7.8,SSO,3,25,Aggressive ZTA,58,26,18,300,761,100.0,17.4,465.6,9.92,8.47,2.3,7.05,1.0,Yes,1,0,24.0,Biometric,No,Yes,No
P148,64,Retail,Specialist,Medium,20,Office,Laptop,7.8,SSO,3,25,Biometric ZTA,21,6,5,300,348,16.0,1.75,74.5,2.46,8.54,7.75,2.5,5.33,No,0,0,0.25,"Email Link, Hardware Token",No,Yes,Yes
P149,56,Healthcare,Manager,Large,21,Hybrid,Tablet,9.2,Biometric,8,25,Biometric ZTA,31,7,3,300,317,5.67,1.55,31.28,4.7,7.97,8.31,1.88,4.93,No,0,1,4.0,Password,No,Yes,Yes
P150,44,Education,Specialist,Medium,20,Office,Desktop,8.3,LDAP,6,10,Adaptive ZTA,8,11,7,300,358,19.33,0.93,96.84,4.86,7.73,7.86,3.96,4.19,No,0,0,0.5,"Email Link, SSO, Hardware Token",No,Yes,Yes
P150,44,Education,Specialist,Medium,20,Office,Desktop,8.3,LDAP,6,10,Aggressive ZTA,49,34,13,300,748,100.0,10.62,500.89,8.92,8.22,2.57,7.2,1.17,Yes,0,1,24.0,Hardware Token,No,Yes,No
P151,28,Insurance,Analyst,Small,5,Remote,Mobile,7.1,Hardware Token,8,17,Traditional,8,1,17,300,310,3.33,2.27,14.29,3.31,5.86,8.66,2.94,4.57,No,0,0,4.0,"SSO, Mobile App, Biometric",No,No,Yes
P152,61,Government,Developer,Large,20,Office,Laptop,9.2,Password-only,3,21,Aggressive ZTA,46,46,11,300,822,100.0,8.43,550.53,8.88,8.36,3.25,8.25,1.12,No,2,5,1.0,"SSO, Email Link, Biometric",No,Yes,No
P152,61,Government,Developer,Large,20,Office,Laptop,9.2,Password-only,3,21,Traditional,3,1,21,300,312,4.0,1.05,22.02,3.1,5.01,8.32,3.07,4.29,No,0,0,1.0,"Mobile App, Email Link, SSO",No,No,Yes
P153,62,Manufacturing,Executive,Large,37,Hybrid,Mobile,9.9,Biometric,3,17,Biometric ZTA,21,4,2,300,321,7.0,0.7,41.52,2.41,8.78,7.02,3.95,4.86,No,1,0,0.25,"Mobile App, Password, Hardware Token",No,Yes,Yes
P153,62,Manufacturing,Executive,Large,37,Hybrid,Mobile,9.9,Biometric,3,17,Traditional,3,1,17,300,299,-0.33,0.85,-1.98,2.92,4.31,7.53,3.78,3.79,No,0,0,1.0,"Biometric, Password",No,No,Yes
P154,47,Retail,Admin,Large,26,Office,Mobile,7.1,Password+SMS,3,20,Traditional,3,2,20,300,342,14.0,1.0,59.74,3.76,4.87,8.86,2.24,4.43,No,0,0,8.0,"SSO, Biometric, Mobile App",No,No,Yes
P154,47,Retail,Admin,Large,26,Office,Mobile,7.1,Password+SMS,3,20,Biometric ZTA,36,2,4,300,322,7.33,2.4,31.29,3.69,7.65,9.09,1.46,5.4,No,1,0,24.0,"Password, Email Link, Biometric",No,Yes,Yes
P155,36,Manufacturing,Support,Large,3,Remote,Laptop,8.6,Password+Email,4,7,Traditional,4,3,7,300,328,9.33,0.47,48.41,3.55,4.26,7.27,3.12,3.72,No,0,0,8.0,"Hardware Token, Password, Email Link",No,No,Yes
P155,36,Manufacturing,Support,Large,3,Remote,Laptop,8.6,Password+Email,4,7,Aggressive ZTA,37,27,12,300,631,100.0,7.4,518.67,7.97,9.85,1.27,9.02,1.03,Yes,0,2,1.0,"Password, Biometric",No,Yes,No
P156,41,Tech,Executive,Large,15,Office,Desktop,7.6,Biometric,3,19,Aggressive ZTA,57,27,9,300,526,75.33,8.55,343.48,7.73,9.24,1.44,9.5,1.0,No,2,2,24.0,Mobile App,No,Yes,No
P156,41,Tech,Executive,Large,15,Office,Desktop,7.6,Biometric,3,19,Adaptive ZTA,15,12,5,300,361,20.33,1.25,92.71,3.63,8.08,6.61,4.57,4.12,No,0,1,4.0,"Hardware Token, Biometric, SSO",No,Yes,No
P157,59,Banking,Support,Medium,19,Hybrid,Laptop,8.4,Password+Email,8,27,Traditional,8,2,27,300,351,17.0,3.6,85.63,3.33,5.83,7.72,2.22,4.5,No,0,0,0.5,"Password, Biometric",No,No,Yes
P158,42,Insurance,Admin,Medium,17,Office,Laptop,7.7,Password+SMS,6,27,Adaptive ZTA,14,7,5,300,337,12.33,1.17,57.29,5.05,7.71,6.91,5.99,3.39,No,0,1,8.0,"SSO, Biometric",No,Yes,No
P158,42,Insurance,Admin,Medium,17,Office,Laptop,7.7,Password+SMS,6,27,Aggressive ZTA,60,42,12,300,798,100.0,12.0,464.53,7.46,9.79,2.97,7.26,2.01,Yes,1,5,2.0,Password,No,Yes,No
P159,31,Manufacturing,Support,Enterprise,6,Home,Desktop,8.7,Password+SMS,6,9,Aggressive ZTA,39,47,19,300,1206,100.0,12.35,524.59,9.73,8.86,3.73,9.31,1.0,Yes,1,2,0.25,"Password, Biometric, Hardware Token",No,Yes,No
P160,42,Tech,Developer,Large,14,Hybrid,Desktop,9.3,Password+SMS,4,19,Aggressive ZTA,35,25,20,300,819,100.0,11.67,560.24,8.85,9.21,2.84,8.79,1.1,No,1,0,0.25,"SSO, Hardware Token, Email Link",No,Yes,No
P161,63,Education,Manager,Enterprise,32,Home,Desktop,7.1,Password+SMS,3,10,Adaptive ZTA,14,8,8,300,357,19.0,1.87,80.9,3.2,8.85,8.96,5.6,4.75,No,0,1,24.0,"Hardware Token, SSO",No,Yes,Yes
P162,47,Banking,Engineer,Large,13,Office,Laptop,8.4,Biometric,7,23,Aggressive ZTA,46,42,14,300,870,100.0,10.73,501.29,8.67,9.03,2.89,7.15,1.53,No,1,3,24.0,"SSO, Hardware Token",No,Yes,No
P163,49,Government,Developer,Large,5,Remote,Laptop,9.2,Password+SMS,8,25,Aggressive ZTA,54,43,19,300,1131,100.0,17.1,550.08,7.41,8.83,2.35,7.54,1.56,Yes,0,5,2.0,Mobile App,No,Yes,No
P164,42,Tech,Admin,Small,15,Remote,Desktop,8.1,Hardware Token,4,7,Traditional,4,2,7,300,330,10.0,0.47,48.82,3.74,5.73,7.32,2.29,4.25,No,0,0,1.0,"Email Link, SSO",No,No,Yes
P164,42,Tech,Admin,Small,15,Remote,Desktop,8.1,Hardware Token,4,7,Biometric ZTA,29,7,3,300,308,2.67,1.45,13.02,4.7,8.92,7.01,3.3,4.48,No,1,0,2.0,"Password, Biometric",No,Yes,Yes
P165,60,Insurance,Analyst,Medium,31,Office,Laptop,7.7,Password+SMS,5,19,Aggressive ZTA,35,29,8,300,534,78.0,4.67,361.96,7.11,9.71,3.0,9.51,1.52,No,0,0,0.25,"Hardware Token, Email Link",No,Yes,No
P165,60,Insurance,Analyst,Medium,31,Office,Laptop,7.7,Password+SMS,5,19,Traditional,5,3,19,300,355,18.33,1.58,85.08,3.22,5.38,8.19,3.57,4.19,No,0,0,8.0,"Mobile App, Biometric, Password",No,No,Yes
P166,41,Education,Executive,Enterprise,3,Office,Mobile,8.4,LDAP,5,22,Adaptive ZTA,13,11,8,300,381,27.0,1.73,136.28,4.84,7.22,8.19,4.89,3.92,No,0,0,8.0,"Password, Mobile App, SSO",No,Yes,Yes
P167,60,Education,Support,Large,23,Remote,Tablet,8.5,Password+Email,6,23,Aggressive ZTA,52,34,11,300,654,100.0,9.53,508.65,7.35,8.93,3.39,9.21,1.44,No,1,4,2.0,Mobile App,No,Yes,No
P168,44,Retail,Developer,Large,23,Office,Mobile,7.9,SSO,4,30,Traditional,4,3,30,300,391,30.33,2.0,143.8,2.68,5.45,8.23,2.06,4.73,No,0,0,1.0,"Email Link, SSO",No,No,Yes
P168,44,Retail,Developer,Large,23,Office,Mobile,7.9,SSO,4,30,Biometric ZTA,35,8,2,300,304,1.33,1.17,6.32,3.44,8.25,9.68,2.61,5.47,No,1,1,24.0,"Email Link, Biometric",No,Yes,Yes
P169,55,Government,Executive,Large,2,Hybrid,Mobile,7.2,Password+Email,6,26,Adaptive ZTA,8,10,11,300,430,43.33,1.47,187.16,4.6,7.33,7.82,3.56,4.25,No,0,0,8.0,"Email Link, Biometric",No,Yes,Yes
P170,39,Manufacturing,Admin,Large,8,Home,Mobile,7.5,SSO,5,14,Traditional,5,1,14,300,322,7.33,1.17,33.11,3.01,5.6,8.81,2.31,4.77,No,0,0,8.0,"Mobile App, Email Link, Hardware Token",No,No,Yes
P170,39,Manufacturing,Admin,Large,8,Home,Mobile,7.5,SSO,5,14,Biometric ZTA,23,8,3,300,317,5.67,1.15,25.59,4.17,7.92,9.14,2.57,5.08,No,1,0,0.25,"Password, Biometric, Mobile App",No,Yes,Yes
P171,51,Banking,Admin,Large,22,Hybrid,Desktop,8.0,Hardware Token,4,5,Adaptive ZTA,12,10,12,300,407,35.67,2.4,170.4,3.82,7.31,6.34,5.87,3.49,No,0,0,4.0,"Password, Mobile App",No,Yes,No
P172,39,Tech,Support,Large,6,Hybrid,Tablet,7.2,Password-only,4,24,Biometric ZTA,21,2,5,300,293,-2.33,1.75,-10.01,2.26,7.78,9.11,3.67,5.24,No,1,0,1.0,"Hardware Token, Password",No,Yes,Yes
P173,27,Insurance,Manager,Small,6,Hybrid,Tablet,8.4,Password+SMS,2,19,Aggressive ZTA,57,44,12,300,831,100.0,11.4,504.7,8.18,9.4,3.0,9.37,1.21,Yes,1,3,0.25,SSO,No,Yes,No
P174,29,Education,Specialist,Large,3,Home,Laptop,8.2,SSO,8,16,Adaptive ZTA,9,9,12,300,413,37.67,1.8,185.71,4.77,7.48,6.73,3.48,3.99,No,0,1,0.25,"Hardware Token, Password",No,Yes,No
P175,49,Manufacturing,Executive,Large,8,Office,Tablet,7.3,Password+Email,7,26,Adaptive ZTA,9,12,7,300,383,27.67,1.05,121.89,5.87,7.14,6.33,5.44,3.04,No,0,1,2.0,"Email Link, Biometric, Password",No,Yes,No
P175,49,Manufacturing,Executive,Large,8,Office,Tablet,7.3,Password+Email,7,26,Biometric ZTA,26,8,3,300,341,13.67,1.3,60.21,4.71,8.27,7.0,1.44,4.78,No,1,0,4.0,"SSO, Password",No,Yes,Yes
P176,58,Insurance,Analyst,Medium,21,Hybrid,Tablet,9.2,SSO,6,30,Traditional,6,1,30,300,349,16.33,3.0,89.7,3.97,4.81,7.26,2.59,3.88,No,0,0,0.25,"Password, Mobile App, Biometric",No,No,Yes
P176,58,Insurance,Analyst,Medium,21,Hybrid,Tablet,9.2,SSO,6,30,Adaptive ZTA,12,5,8,300,347,15.67,1.6,86.04,5.11,7.79,6.95,4.15,3.87,No,0,0,4.0,Email Link,No,Yes,No
P177,33,Insurance,Manager,Medium,7,Home,Mobile,10.0,LDAP,4,18,Aggressive ZTA,30,27,18,300,767,100.0,9.0,599.54,7.43,9.77,2.97,9.92,1.35,No,1,1,24.0,"Email Link, Password",No,Yes,No
P178,49,Tech,Specialist,Large,18,Hybrid,Desktop,7.6,LDAP,5,17,Biometric ZTA,27,7,4,300,334,11.33,1.8,51.39,4.78,8.15,7.1,1.11,4.84,No,1,1,0.25,"SSO, Biometric, Hardware Token",No,Yes,Yes
P179,55,Government,Specialist,Large,34,Remote,Laptop,9.1,Biometric,2,12,Traditional,2,3,12,300,316,5.33,0.4,28.97,2.94,5.03,7.94,3.47,4.14,No,0,0,24.0,"Mobile App, Hardware Token",No,No,Yes
P179,55,Government,Specialist,Large,34,Remote,Laptop,9.1,Biometric,2,12,Aggressive ZTA,31,47,17,300,1098,100.0,8.78,543.13,9.18,9.13,1.18,8.42,1.0,No,1,0,24.0,"Password, Biometric, Mobile App",No,Yes,No
P180,53,Healthcare,Manager,Large,18,Hybrid,Mobile,9.6,SSO,3,24,Traditional,3,3,24,300,363,21.0,1.2,120.63,3.82,5.48,8.32,2.74,4.31,No,0,0,24.0,"Hardware Token, SSO, Email Link",No,No,Yes
P181,55,Banking,Executive,Enterprise,10,Remote,Tablet,9.3,Biometric,8,9,Biometric ZTA,40,3,3,300,325,8.33,2.0,46.56,4.2,7.69,8.93,3.27,4.79,No,0,0,0.5,"SSO, Email Link",No,Yes,Yes
P182,41,Insurance,Analyst,Medium,13,Remote,Laptop,7.9,Password+SMS,4,9,Biometric ZTA,30,6,2,300,298,-0.67,1.0,-3.15,4.75,8.27,9.87,2.3,5.27,No,1,0,1.0,"Biometric, Mobile App",No,Yes,Yes
P182,41,Insurance,Analyst,Medium,13,Remote,Laptop,7.9,Password+SMS,4,9,Adaptive ZTA,14,12,8,300,413,37.67,1.87,177.78,5.31,8.04,8.03,5.98,3.7,No,0,1,8.0,Biometric,No,Yes,Yes
P183,22,Manufacturing,Admin,Large,1,Hybrid,Mobile,7.6,SSO,3,28,Traditional,3,1,28,300,346,15.33,1.4,69.73,3.31,5.67,8.9,3.28,4.5,No,0,0,24.0,"Hardware Token, SSO, Email Link",No,No,Yes
P184,29,Tech,Support,Medium,2,Remote,Mobile,7.8,Hardware Token,5,13,Adaptive ZTA,8,11,11,300,422,40.67,1.47,189.64,5.99,7.52,8.44,3.53,4.11,No,0,0,0.5,"SSO, Hardware Token, Email Link",No,Yes,Yes
P185,28,Tech,Engineer,Medium,6,Hybrid,Laptop,7.1,Password-only,5,27,Adaptive ZTA,15,5,12,300,349,16.33,3.0,69.62,4.96,7.0,6.11,4.17,3.5,No,0,0,2.0,"Biometric, Password, SSO",No,Yes,No
P186,52,Manufacturing,Engineer,Enterprise,25,Home,Laptop,8.2,LDAP,8,7,Traditional,8,3,7,300,323,7.67,0.93,37.51,2.67,4.61,7.11,3.99,3.76,No,0,0,4.0,"Biometric, SSO",No,No,Yes
P186,52,Manufacturing,Engineer,Enterprise,25,Home,Laptop,8.2,LDAP,8,7,Adaptive ZTA,12,8,7,300,371,23.67,1.4,115.78,3.12,7.77,6.57,5.09,4.03,No,0,0,2.0,Email Link,No,Yes,No
P187,50,Retail,Manager,Small,1,Remote,Tablet,7.2,Hardware Token,6,12,Biometric ZTA,34,2,2,300,305,1.67,1.13,7.19,2.17,8.58,7.13,1.35,5.55,No,0,0,8.0,"Hardware Token, Biometric, Password",No,Yes,Yes
P187,50,Retail,Manager,Small,1,Remote,Tablet,7.2,Hardware Token,6,12,Adaptive ZTA,10,12,5,300,370,23.33,0.83,100.65,5.72,8.24,6.73,4.95,3.57,No,0,0,8.0,Mobile App,No,Yes,No
P188,28,Insurance,Manager,Enterprise,1,Office,Tablet,8.8,LDAP,8,8,Traditional,8,1,8,300,315,5.0,1.07,26.35,2.67,5.67,8.48,2.8,4.67,No,0,0,1.0,Biometric,No,No,Yes
P189,59,Tech,Executive,Small,18,Home,Mobile,8.7,Password+Email,8,18,Aggressive ZTA,31,29,9,300,581,93.67,4.65,486.7,8.84,9.56,1.05,8.46,1.0,No,0,1,8.0,"Password, Mobile App, SSO",No,Yes,No
P189,59,Tech,Executive,Small,18,Home,Mobile,8.7,Password+Email,8,18,Adaptive ZTA,15,7,8,300,345,15.0,2.0,77.94,4.92,8.05,7.24,5.81,3.64,No,0,0,8.0,"Password, Biometric",No,Yes,Yes
P190,62,Government,Executive,Medium,36,Office,Mobile,9.6,Password+Email,3,8,Biometric ZTA,40,7,3,300,318,6.0,2.0,34.52,2.16,7.23,7.45,3.53,4.75,No,1,1,0.5,Email Link,No,Yes,Yes
P191,24,Banking,Executive,Medium,2,Remote,Laptop,7.3,SSO,4,24,Aggressive ZTA,35,50,8,300,711,100.0,4.67,438.8,8.54,8.14,1.71,8.33,1.0,Yes,0,6,8.0,"Mobile App, Hardware Token, Biometric",No,Yes,No
P192,42,Retail,Admin,Medium,14,Home,Laptop,8.4,LDAP,3,17,Traditional,3,1,17,300,310,3.33,0.85,16.83,3.86,4.91,7.77,2.27,4.14,No,0,0,1.0,Mobile App,No,No,Yes
P192,42,Retail,Admin,Medium,14,Home,Laptop,8.4,LDAP,3,17,Aggressive ZTA,34,26,19,300,810,100.0,10.77,504.78,7.18,8.27,3.55,8.38,1.57,No,0,2,1.0,"Hardware Token, Password, Email Link",No,Yes,No
P193,58,Retail,Admin,Medium,34,Remote,Tablet,7.8,Password+SMS,8,11,Aggressive ZTA,40,38,17,300,940,100.0,11.33,470.25,9.68,9.18,1.45,8.72,1.0,No,0,0,2.0,"Password, Biometric, SSO",No,Yes,No
P193,58,Retail,Admin,Medium,34,Remote,Tablet,7.8,Password+SMS,8,11,Traditional,8,3,11,300,338,12.67,1.47,59.57,2.96,5.6,8.64,2.9,4.59,No,0,0,4.0,Email Link,No,No,Yes
P194,48,Retail,Manager,Medium,8,Remote,Mobile,7.5,Hardware Token,2,5,Traditional,2,2,5,300,298,-0.67,0.17,-2.99,3.75,4.81,8.58,2.74,4.23,No,0,0,24.0,"Biometric, SSO, Mobile App",No,No,Yes
P194,48,Retail,Manager,Medium,8,Remote,Mobile,7.5,Hardware Token,2,5,Aggressive ZTA,46,26,12,300,619,100.0,9.2,449.12,9.26,9.4,2.84,8.73,1.06,No,2,0,1.0,"Biometric, Password, Mobile App",No,Yes,No
P195,25,Healthcare,Engineer,Medium,1,Office,Desktop,7.4,SSO,4,10,Aggressive ZTA,33,45,15,300,992,100.0,8.25,444.91,9.61,9.41,3.26,9.28,1.0,Yes,1,2,1.0,Biometric,No,Yes,No
P195,25,Healthcare,Engineer,Medium,1,Office,Desktop,7.4,SSO,4,10,Adaptive ZTA,13,10,12,300,431,43.67,2.6,194.28,4.5,8.66,7.41,4.6,4.24,No,0,1,4.0,"Email Link, Biometric",No,Yes,Yes
P196,34,Insurance,Admin,Small,3,Home,Mobile,7.3,SSO,2,8,Biometric ZTA,24,8,3,300,337,12.33,1.2,54.29,4.86,7.05,8.25,3.05,4.35,No,1,0,1.0,"SSO, Biometric",No,Yes,Yes
P197,40,Retail,Admin,Small,8,Hybrid,Tablet,8.7,LDAP,6,25,Biometric ZTA,36,8,5,300,349,16.33,3.0,85.61,2.91,7.26,9.37,1.52,5.55,No,0,1,2.0,"Mobile App, Biometric",No,Yes,Yes
P197,40,Retail,Admin,Small,8,Hybrid,Tablet,8.7,LDAP,6,25,Adaptive ZTA,10,10,9,300,399,33.0,1.5,172.98,5.87,8.24,6.48,4.61,3.56,No,0,0,24.0,"Email Link, Hardware Token, Password",No,Yes,No
P198,37,Healthcare,Developer,Enterprise,5,Home,Desktop,8.7,Password+SMS,4,16,Adaptive ZTA,13,7,10,300,378,26.0,2.17,135.52,4.62,7.33,6.9,5.76,3.46,No,0,1,24.0,SSO,No,Yes,No
P199,42,Tech,Developer,Enterprise,18,Hybrid,Tablet,9.7,Biometric,4,25,Biometric ZTA,30,7,2,300,324,8.0,1.0,46.5,4.7,7.28,8.65,1.92,4.83,No,0,1,2.0,"Biometric, Mobile App",No,Yes,Yes
P200,25,Retail,Analyst,Large,3,Remote,Laptop,9.9,Password+Email,2,7,Aggressive ZTA,40,44,17,300,1060,100.0,11.33,595.65,9.83,9.82,2.08,7.44,1.16,Yes,1,2,1.0,Mobile App,No,Yes,No
P200,25,Retail,Analyst,Large,3,Remote,Laptop,9.9,Password+Email,2,7,Biometric ZTA,31,4,4,300,324,8.0,2.07,47.65,4.62,7.18,9.18,2.33,4.85,No,1,0,1.0,Email Link,No,Yes,Yes
P201,49,Manufacturing,Manager,Enterprise,20,Hybrid,Tablet,10.0,Password-only,3,11,Traditional,3,2,11,300,307,2.33,0.55,13.95,2.01,5.28,7.55,2.35,4.62,No,0,0,0.5,SSO,No,No,Yes
P201,49,Manufacturing,Manager,Enterprise,20,Hybrid,Tablet,10.0,Password-only,3,11,Adaptive ZTA,12,12,5,300,359,19.67,1.0,117.59,5.5,7.61,7.68,4.39,3.85,No,0,0,0.5,"Mobile App, SSO",No,Yes,Yes
P202,29,Government,Engineer,Medium,4,Hybrid,Tablet,10.0,Password-only,2,29,Adaptive ZTA,15,11,9,300,419,39.67,2.25,237.6,5.06,8.95,8.45,4.12,4.56,No,0,0,0.5,"Biometric, Hardware Token, Mobile App",No,Yes,Yes
P203,51,Tech,Executive,Medium,9,Hybrid,Laptop,7.9,SSO,5,25,Aggressive ZTA,54,45,10,300,736,100.0,9.0,472.17,8.8,8.33,1.97,7.95,1.0,Yes,1,6,1.0,"Email Link, Mobile App, Biometric",No,Yes,No
P204,56,Education,Manager,Small,34,Remote,Tablet,8.0,SSO,4,29,Traditional,4,1,29,300,318,6.0,1.93,28.88,3.01,5.66,8.59,3.12,4.53,No,0,0,2.0,Biometric,No,No,Yes
P205,30,Banking,Specialist,Medium,6,Hybrid,Desktop,9.1,Password+Email,8,19,Traditional,8,1,19,300,307,2.33,2.53,12.78,3.71,4.28,7.45,2.25,3.94,No,0,0,2.0,"Biometric, Email Link, Password",No,No,Yes
P206,52,Manufacturing,Developer,Medium,2,Office,Tablet,7.4,LDAP,7,21,Traditional,7,2,21,300,322,7.33,2.45,32.37,3.51,5.56,8.84,2.41,4.62,No,0,0,8.0,"Biometric, Email Link",No,No,Yes
P206,52,Manufacturing,Developer,Medium,2,Office,Tablet,7.4,LDAP,7,21,Biometric ZTA,24,8,4,300,349,16.33,1.6,72.1,3.04,7.32,8.5,3.19,4.9,No,0,0,0.25,"Biometric, Password, Hardware Token",No,Yes,Yes
P207,34,Government,Manager,Enterprise,9,Home,Tablet,8.1,Password-only,7,8,Biometric ZTA,23,3,4,300,316,5.33,1.53,25.92,3.27,8.03,8.22,3.28,4.92,No,0,0,2.0,Password,No,Yes,Yes
P208,30,Insurance,Executive,Large,9,Hybrid,Tablet,7.3,Hardware Token,2,7,Biometric ZTA,29,7,5,300,329,9.67,2.42,42.61,3.66,7.58,9.57,1.57,5.48,No,1,0,8.0,"Hardware Token, Biometric",No,Yes,Yes
P208,30,Insurance,Executive,Large,9,Hybrid,Tablet,7.3,Hardware Token,2,7,Adaptive ZTA,15,6,11,300,374,24.67,2.75,108.74,4.57,8.35,6.36,4.18,3.99,No,0,0,0.25,"Hardware Token, Mobile App",No,Yes,No
P209,34,Manufacturing,Admin,Medium,7,Hybrid,Tablet,8.1,Hardware Token,5,13,Biometric ZTA,28,3,5,300,301,0.33,2.33,1.61,2.37,7.98,7.69,3.83,4.87,No,0,0,8.0,Biometric,No,Yes,Yes
P209,34,Manufacturing,Admin,Medium,7,Hybrid,Tablet,8.1,Hardware Token,5,13,Adaptive ZTA,15,5,7,300,339,13.0,1.75,62.93,4.81,7.65,6.91,4.87,3.72,No,0,0,24.0,"Hardware Token, Mobile App",No,Yes,No
P210,64,Insurance,Specialist,Large,35,Office,Laptop,10.0,SSO,8,22,Biometric ZTA,34,4,5,300,328,9.33,2.83,55.84,3.38,7.07,8.67,3.58,4.69,No,0,0,2.0,"Hardware Token, Mobile App",No,Yes,Yes
P211,46,Insurance,Admin,Large,16,Remote,Tablet,8.7,Hardware Token,6,26,Traditional,6,2,26,300,348,16.0,2.6,83.39,2.99,5.94,8.23,2.71,4.62,No,0,0,0.25,Password,No,No,Yes
P212,24,Tech,Executive,Medium,3,Hybrid,Tablet,7.3,Biometric,2,29,Adaptive ZTA,13,5,8,300,335,11.67,1.73,51.04,3.7,7.62,6.25,5.06,3.78,No,0,0,1.0,Biometric,No,Yes,No
P212,24,Tech,Executive,Medium,3,Hybrid,Tablet,7.3,Biometric,2,29,Aggressive ZTA,47,35,8,300,589,96.33,6.27,421.48,8.97,8.84,2.54,8.26,1.04,No,2,3,0.25,"SSO, Password",No,Yes,No
P213,46,Education,Admin,Enterprise,4,Hybrid,Tablet,8.5,Hardware Token,7,11,Aggressive ZTA,39,36,14,300,796,100.0,9.1,510.5,8.49,9.69,3.36,9.52,1.26,Yes,1,2,0.25,"Password, SSO",No,Yes,No
P213,46,Education,Admin,Enterprise,4,Hybrid,Tablet,8.5,Hardware Token,7,11,Adaptive ZTA,11,6,6,300,353,17.67,1.1,90.19,4.01,7.13,8.4,4.43,4.28,No,0,0,24.0,Email Link,No,Yes,Yes
P214,41,Government,Engineer,Large,11,Hybrid,Tablet,9.0,Password+Email,5,17,Traditional,5,3,17,300,364,21.33,1.42,115.39,3.73,5.15,7.43,3.92,3.73,No,0,0,8.0,"Password, SSO, Biometric",No,No,Yes
P215,55,Retail,Executive,Large,16,Hybrid,Tablet,8.2,Password+Email,7,26,Aggressive ZTA,57,38,12,300,754,100.0,11.4,493.85,8.94,8.51,2.8,8.22,1.04,No,0,1,0.5,"SSO, Email Link",No,Yes,No
